Year,Month,Day,Hour,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation (high resolution)  [sfc],Total Precipitation (low resolution)  [sfc],Snowfall Amount (high resolution)  [sfc],Snowfall Amount (low resolution)  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Shortwave Radiation  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc],NextTemp
2019,05,15,21,15.14,43.00,1026.10,0.00,0.00,0.00,0.00,1.50,5.00,0.00,0.00,58.09,110.36,18.09,47.42,24.52,49.76,28.74,77.70,23.76,
2019,05,15,22,13.64,48.00,1026.70,0.00,0.00,0.00,0.00,0.60,2.00,0.00,0.00,35.77,10.68,17.32,43.32,27.80,48.67,27.48,84.74,25.56,
2019,05,15,23,12.29,52.00,1026.60,0.00,0.00,0.00,0.00,0.60,2.00,0.00,0.00,0.00,0.00,17.32,46.68,29.46,51.45,29.17,91.41,25.56,
2019,05,16,00,11.16,55.00,1026.90,0.00,0.00,0.00,0.00,3.60,12.00,0.00,0.00,0.00,0.00,17.31,45.00,29.97,51.34,30.10,96.87,30.24,
2019,05,16,01,10.05,59.00,1026.70,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,0.00,0.00,17.83,46.64,29.97,51.34,28.00,98.13,29.52,
2019,05,16,02,9.05,61.00,1026.70,0.00,0.00,0.00,0.00,6.00,20.00,0.00,0.00,0.00,0.00,17.32,46.68,28.67,51.12,24.88,93.32,32.40,
2019,05,16,03,8.10,64.00,1027.20,0.00,0.00,0.00,0.00,1.50,5.00,0.00,0.00,0.00,0.00,17.10,49.27,27.58,54.03,25.57,91.61,34.92,
2019,05,16,04,7.35,67.00,1026.80,0.00,0.00,0.00,0.00,3.90,13.00,0.00,0.00,0.00,0.00,16.92,51.91,28.77,58.30,28.41,81.25,36.36,
2019,05,16,05,7.03,67.00,1027.30,0.00,0.00,0.00,0.00,8.40,28.00,0.00,0.00,0.00,0.00,16.79,59.04,30.93,65.22,30.63,66.45,27.36,
2019,05,16,06,7.13,66.00,1026.90,0.00,0.00,0.00,0.00,6.00,20.00,0.00,0.00,53.29,33.82,14.84,75.96,28.88,79.95,36.09,71.38,35.28,
2019,05,16,07,8.66,59.00,1026.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.17,149.52,15.68,80.75,22.07,84.38,42.82,82.76,34.92,
2019,05,16,08,11.13,49.00,1027.00,0.00,0.00,0.00,0.00,31.00,0.00,31.00,0.00,60.00,282.13,18.78,77.83,23.09,79.22,46.13,87.32,30.96,
2019,05,16,09,13.05,40.00,1027.00,0.00,0.00,0.00,0.00,12.00,10.00,12.00,0.00,40.21,414.74,22.45,74.18,25.67,75.38,48.96,90.00,30.60,
2019,05,16,10,14.70,34.00,1027.00,0.00,0.00,0.00,0.00,3.00,10.00,0.00,0.00,52.34,536.67,25.35,78.53,28.17,79.70,51.05,96.07,32.76,
2019,05,16,11,16.08,32.00,1026.80,0.00,0.00,0.00,0.00,0.60,2.00,0.00,0.00,58.09,638.13,26.99,80.79,29.83,81.67,48.30,100.30,32.40,
2019,05,16,12,17.17,31.00,1026.00,0.00,0.00,0.00,0.00,6.00,20.00,0.00,0.00,59.62,712.89,27.11,79.29,29.59,80.19,43.99,100.85,30.96,
2019,05,16,13,18.10,29.00,1025.40,0.00,0.00,0.00,0.00,8.70,29.00,0.00,0.00,56.17,757.39,26.34,79.77,28.11,80.42,38.53,91.07,27.36,
2019,05,16,14,18.85,28.00,1025.90,0.00,0.00,0.00,0.00,30.00,100.00,0.00,0.00,54.45,758.28,26.34,79.77,27.76,80.29,36.00,90.00,26.28,
2019,05,16,15,19.09,31.00,1024.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.85,751.16,27.90,72.73,30.17,72.65,35.87,79.59,24.12,
2019,05,16,16,19.55,31.00,1024.00,0.00,0.00,0.00,0.00,15.00,25.00,15.00,0.00,60.00,677.29,21.07,73.11,22.45,74.18,27.96,78.11,21.96,
2019,05,16,17,19.81,32.00,1024.10,0.00,0.00,0.00,0.00,20.00,8.00,20.00,0.00,50.43,591.85,22.90,73.56,24.72,73.94,30.74,76.45,20.88,
2019,05,16,18,19.82,32.00,1024.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.23,487.72,22.96,76.40,25.15,76.76,32.20,79.70,20.16,
2019,05,16,19,19.57,33.00,1024.30,0.00,0.00,0.00,0.00,3.30,11.00,0.00,0.00,60.00,366.68,22.81,78.16,25.98,79.62,33.81,82.04,20.52,
2019,05,16,20,18.69,36.00,1024.40,0.00,0.00,0.00,0.00,20.40,68.00,0.00,0.00,57.89,241.19,20.77,81.03,25.10,81.75,34.93,88.82,20.52,
2019,05,16,21,17.35,42.00,1024.60,0.00,0.00,0.00,0.00,21.90,73.00,0.00,0.00,46.98,112.14,17.94,79.59,24.44,80.68,36.06,93.43,18.36,
2019,05,16,22,15.44,49.00,1024.60,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,29.40,12.46,16.28,71.97,26.83,78.39,35.86,107.53,31.68,
2019,05,16,23,13.89,54.00,1024.30,0.00,0.00,0.00,0.00,1.80,6.00,0.00,0.00,0.00,0.00,16.10,63.43,29.49,72.23,31.98,121.18,27.36,
2019,05,17,00,12.58,57.00,1024.40,0.00,0.00,0.00,0.00,1.50,5.00,0.00,0.00,0.00,0.00,16.43,61.19,30.51,70.71,28.37,125.71,33.12,
2019,05,17,01,11.45,60.00,1024.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,66.80,31.01,74.51,26.28,126.09,28.44,
2019,05,17,02,10.53,63.00,1024.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.39,70.77,30.36,79.76,24.77,125.54,28.80,
2019,05,17,03,9.85,66.00,1024.10,0.00,0.00,0.00,0.00,5.70,19.00,0.00,0.00,0.00,0.00,16.33,75.96,30.34,85.24,22.57,123.94,34.92,
2019,05,17,04,9.31,68.00,1024.00,0.00,0.00,0.00,0.00,1.50,5.00,0.00,0.00,0.00,0.00,15.99,82.23,26.34,86.08,22.67,100.06,35.28,
2019,05,17,05,8.77,69.00,1023.50,0.00,0.00,0.00,0.00,3.90,13.00,0.00,0.00,0.00,0.00,16.17,78.44,28.55,84.94,25.68,95.63,32.76,
2019,05,17,06,8.77,69.00,1023.10,0.00,0.00,0.00,0.00,5.10,17.00,0.00,0.00,57.51,35.60,17.58,79.38,27.83,84.81,28.94,95.71,32.40,
2019,05,17,07,10.09,65.00,1023.10,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.74,153.08,18.13,83.16,24.16,86.58,32.20,100.30,31.32,
2019,05,17,08,12.40,58.00,1022.90,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.94,283.02,19.60,82.61,23.14,84.64,35.27,104.18,25.20,
2019,05,17,09,14.75,52.00,1022.30,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.55,410.29,20.77,81.03,23.62,82.12,38.14,107.58,29.16,
2019,05,17,10,17.05,47.00,1021.70,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.94,527.77,22.61,80.84,25.10,81.75,41.12,110.50,29.52,
2019,05,17,11,18.96,41.00,1020.90,0.00,0.00,0.00,0.00,5.70,19.00,0.00,0.00,56.94,624.78,25.41,82.67,28.27,83.42,42.65,111.80,30.60,
2019,05,17,12,20.32,36.00,1020.80,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.36,696.87,28.08,90.00,30.96,90.00,44.93,115.13,31.32,
2019,05,17,13,21.39,33.00,1021.00,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.94,739.59,28.88,94.29,31.81,95.19,45.77,119.19,31.68,
2019,05,17,14,22.08,34.00,1020.90,0.00,0.00,0.00,0.00,11.00,17.00,0.00,11.00,56.55,746.71,28.41,98.75,31.01,99.35,42.11,120.29,29.52,
2019,05,17,15,21.78,37.00,1020.50,0.00,0.00,0.00,0.00,100.00,16.00,0.00,100.00,52.98,526.88,27.26,102.20,30.22,102.38,38.94,109.44,27.72,
2019,05,17,16,22.17,38.00,1019.70,0.00,0.00,0.00,0.00,100.00,14.00,60.00,100.00,0.00,360.45,24.50,100.15,27.47,100.57,37.37,103.37,27.00,
2019,05,17,17,22.60,40.00,1019.10,0.00,0.00,0.00,0.00,51.00,15.00,37.00,51.00,0.00,392.49,25.07,102.44,28.39,102.45,37.29,105.11,28.08,
2019,05,17,18,22.42,41.00,1019.40,0.00,0.00,0.00,0.00,80.00,13.00,54.00,80.00,27.45,293.70,24.72,102.62,28.47,103.16,37.98,104.83,27.00,
2019,05,17,19,22.13,42.00,1019.40,0.00,0.00,0.00,0.00,100.00,13.00,92.00,100.00,8.94,190.46,24.37,102.80,28.55,103.86,39.86,106.80,24.84,
2019,05,17,20,21.88,43.00,1019.10,0.00,0.00,0.00,0.00,74.00,16.00,74.00,0.00,0.00,185.12,23.23,102.53,28.12,103.32,42.72,110.73,25.92,
2019,05,17,21,20.67,48.00,1019.10,0.00,0.00,0.00,0.00,54.00,16.00,54.00,0.00,12.77,110.36,19.42,100.68,26.20,102.70,45.09,117.59,27.00,
2019,05,17,22,18.96,53.00,1019.40,0.00,0.00,0.00,0.00,37.00,21.00,37.00,0.00,17.14,13.35,16.39,98.84,26.81,104.78,46.03,123.19,19.80,
2019,05,17,23,17.55,57.00,1019.20,0.00,0.00,0.00,0.00,45.00,100.00,45.00,0.00,0.00,0.00,14.44,94.29,26.81,104.78,42.27,133.62,24.12,
2019,05,18,00,16.46,61.00,1019.40,0.00,0.00,0.00,0.00,30.00,100.00,0.00,0.00,0.00,0.00,13.68,90.00,26.76,100.86,36.29,143.47,23.40,
2019,05,18,01,15.74,63.00,1019.90,0.00,0.00,0.00,0.00,96.00,30.00,96.00,1.00,0.00,0.00,13.68,90.00,26.83,101.61,28.99,151.84,30.24,
2019,05,18,02,15.04,65.00,1020.20,0.00,0.00,0.00,0.00,27.00,20.00,27.00,0.00,0.00,0.00,13.68,91.51,27.16,104.59,23.19,154.23,29.16,
2019,05,18,03,14.38,67.00,1019.90,0.00,0.00,0.00,0.00,4.20,14.00,0.00,0.00,0.00,0.00,13.70,93.01,26.90,105.52,20.81,149.89,22.68,
2019,05,18,04,13.42,70.00,1019.30,0.00,0.00,0.00,0.00,75.00,11.00,2.00,75.00,0.00,0.00,15.23,96.79,25.57,99.73,21.60,126.87,32.76,
2019,05,18,05,13.06,71.00,1019.20,0.00,0.00,0.00,0.00,50.00,10.00,0.00,50.00,0.46,0.00,15.23,96.79,26.28,103.47,23.19,126.16,24.12,
2019,05,18,06,12.78,71.00,1019.20,0.00,0.00,0.00,0.00,25.00,4.00,0.00,25.00,28.09,29.37,15.75,100.54,24.98,105.04,23.77,125.13,26.28,
2019,05,18,07,13.60,69.00,1019.30,0.00,0.00,0.00,0.00,2.10,7.00,0.00,0.00,44.04,143.29,16.97,107.28,22.21,109.90,24.57,124.85,28.44,
2019,05,18,08,15.62,65.00,1019.10,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,58.66,276.79,18.21,108.43,21.87,110.22,26.26,123.25,21.96,
2019,05,18,09,17.63,61.00,1018.60,0.00,0.00,0.00,0.00,5.70,19.00,0.00,0.00,56.94,401.39,18.10,107.35,19.69,108.10,29.16,122.91,24.12,
2019,05,18,10,19.71,58.00,1018.10,0.00,0.00,0.00,0.00,6.30,21.00,0.00,0.00,56.36,516.20,19.59,107.10,20.72,107.18,32.35,124.57,24.12,
2019,05,18,11,21.61,55.00,1017.80,0.00,0.00,0.00,0.00,7.80,26.00,0.00,0.00,55.98,613.21,19.73,104.80,20.97,105.95,35.21,127.10,24.84,
2019,05,18,12,23.05,53.00,1017.30,0.00,0.00,0.00,0.00,13.50,45.00,0.00,0.00,55.02,684.41,21.75,109.33,22.67,110.45,36.24,130.97,26.28,
2019,05,18,13,24.00,51.00,1017.60,0.00,0.00,0.00,0.00,45.00,100.00,45.00,0.00,51.38,689.75,22.46,111.63,23.40,112.62,35.89,135.41,25.56,
2019,05,18,14,24.70,49.00,1017.30,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,31.28,659.49,22.55,109.59,23.68,109.54,32.08,134.09,24.12,
2019,05,18,15,25.42,47.00,1016.80,0.00,0.00,0.00,0.00,34.00,61.00,34.00,0.00,0.00,660.38,22.45,105.82,23.24,106.19,29.75,111.29,22.68,
2019,05,18,16,25.99,44.00,1016.00,0.00,0.00,0.00,0.00,3.30,11.00,0.00,0.00,38.30,666.61,21.41,117.00,22.70,117.38,28.85,119.12,23.04,
2019,05,18,17,26.25,43.00,1015.70,0.00,0.00,0.00,0.00,16.50,55.00,0.00,0.00,57.89,585.62,21.09,117.44,22.38,117.80,28.36,118.84,23.04,
2019,05,18,18,26.15,43.00,1015.80,0.00,0.00,0.00,0.00,12.00,40.00,0.00,10.00,49.47,463.69,21.33,111.80,23.40,112.62,29.83,113.47,23.04,
2019,05,18,19,25.91,43.00,1015.10,0.00,0.00,0.00,0.00,10.20,34.00,0.00,0.00,52.34,349.77,21.09,117.44,23.99,117.72,31.61,120.07,23.40,
2019,05,18,20,25.17,46.00,1015.10,0.00,0.00,0.00,0.00,39.00,100.00,39.00,10.00,53.49,233.18,19.00,117.05,22.55,118.61,32.05,128.16,21.60,
2019,05,18,21,23.86,52.00,1015.10,0.30,0.00,0.00,0.00,96.00,87.00,96.00,10.00,35.11,102.35,14.84,112.83,20.62,114.78,32.85,136.33,20.88,
2019,05,18,22,21.86,60.00,1015.30,0.20,0.00,0.00,0.00,10.00,21.00,0.00,10.00,0.00,14.24,11.84,109.54,21.58,117.85,33.27,144.25,24.84,
2019,05,18,23,20.06,66.00,1015.60,0.00,0.00,0.00,0.00,30.00,23.00,30.00,10.00,0.00,0.00,11.79,102.34,23.40,120.51,32.65,145.78,26.64,
2019,05,19,00,18.54,69.00,1015.80,0.00,0.00,0.00,0.00,27.00,25.00,27.00,0.00,0.00,0.00,12.96,91.59,25.20,111.80,33.12,142.51,28.08,
2019,05,19,01,17.44,71.00,1015.90,0.00,0.00,0.00,0.00,45.00,22.00,45.00,0.00,0.00,0.00,13.68,90.00,29.04,107.31,31.83,142.35,30.24,
2019,05,19,02,16.40,73.00,1016.00,0.00,0.00,0.00,0.00,41.00,20.00,41.00,0.00,0.00,0.00,14.11,95.86,29.71,109.09,29.91,140.37,23.76,
2019,05,19,03,15.76,75.00,1015.80,0.00,0.00,0.00,0.00,7.00,19.00,7.00,0.00,0.00,0.00,14.97,99.69,29.75,111.29,29.28,136.49,33.84,
2019,05,19,04,15.06,77.00,1015.40,0.00,0.00,0.00,0.00,25.00,37.00,25.00,0.00,0.00,0.00,15.60,108.85,26.28,113.40,33.45,145.97,30.96,
2019,05,19,05,14.28,80.00,1015.60,0.00,0.00,0.00,0.00,50.00,60.00,50.00,0.00,3.02,0.00,16.98,111.12,27.53,115.56,34.15,145.30,32.76,
2019,05,19,06,14.49,77.00,1015.60,0.00,0.00,0.00,0.00,75.00,79.00,75.00,0.00,28.09,38.27,18.03,116.05,26.26,118.67,33.45,145.97,35.28,
2019,05,19,07,15.92,72.00,1015.30,0.00,0.00,0.00,0.00,83.00,92.00,83.00,0.00,12.13,151.30,19.02,119.48,25.38,121.66,33.45,145.97,31.68,
2019,05,19,08,17.81,66.00,1015.50,0.00,0.00,0.00,0.00,20.00,28.00,20.00,0.00,7.02,276.79,19.17,124.29,22.77,124.70,32.65,145.78,27.36,
2019,05,19,09,19.78,60.00,1015.30,0.00,0.00,0.00,0.00,6.30,21.00,0.00,0.00,47.23,407.62,19.51,127.50,21.53,128.21,33.36,145.11,27.72,
2019,05,19,10,21.59,55.00,1014.70,0.00,0.00,0.00,0.00,5.70,19.00,0.00,0.00,55.98,523.32,20.42,130.71,21.67,131.63,35.66,144.87,26.28,
2019,05,19,11,23.21,49.00,1014.80,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.36,622.11,20.90,132.21,22.16,133.03,36.04,145.99,25.56,
2019,05,19,12,24.41,43.00,1014.70,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.94,695.98,21.95,131.01,22.96,131.19,35.86,144.40,25.56,
2019,05,19,13,25.30,40.00,1014.70,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.94,740.48,22.39,126.50,23.11,127.41,30.29,134.52,25.92,
2019,05,19,14,25.96,37.00,1014.70,0.00,0.00,0.00,0.00,6.30,21.00,0.00,0.00,56.55,752.05,23.07,124.19,24.07,124.64,30.53,127.82,25.56,
2019,05,19,15,26.47,34.00,1014.40,0.00,0.00,0.00,0.00,6.00,20.00,0.00,0.00,55.98,730.69,24.27,125.34,25.28,125.73,32.78,128.76,25.20,
2019,05,19,16,26.84,33.00,1013.80,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.17,675.51,18.63,131.08,19.13,131.19,24.52,130.24,23.76,
2019,05,19,17,27.07,33.00,1013.50,0.00,0.00,0.00,0.00,4.20,14.00,0.00,0.00,56.55,595.41,19.51,127.50,20.52,127.87,25.92,127.67,23.40,
2019,05,19,18,27.11,33.00,1013.60,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,57.32,489.50,20.27,123.41,22.07,123.69,28.96,124.88,23.04,
2019,05,19,19,26.91,35.00,1013.40,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.55,372.02,20.38,125.66,23.19,126.16,31.49,128.97,21.60,
2019,05,19,20,26.13,39.00,1013.70,0.00,0.00,0.00,0.00,4.80,16.00,0.00,0.00,56.55,245.64,18.50,127.09,22.55,128.52,34.11,134.14,20.52,
2019,05,19,21,24.53,46.00,1014.00,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,56.94,120.15,15.58,123.69,22.32,127.79,37.02,139.34,19.08,
2019,05,19,22,22.47,54.00,1014.00,0.00,0.00,0.00,0.00,3.90,13.00,0.00,0.00,41.59,16.91,14.49,116.57,25.49,126.38,41.48,143.83,23.04,
2019,05,19,23,20.77,60.00,1014.00,0.00,0.00,0.00,0.00,3.30,11.00,0.00,0.00,0.00,0.00,14.71,111.54,28.86,123.29,45.19,149.35,30.60,
2019,05,20,00,19.28,64.00,1014.20,0.00,0.00,0.00,0.00,4.50,15.00,0.00,0.00,0.00,0.00,14.84,104.04,30.11,117.79,43.82,151.54,19.80,
2019,05,20,01,18.44,66.00,1014.40,0.00,0.00,0.00,0.00,3.60,12.00,0.00,0.00,0.00,0.00,17.07,117.65,30.60,126.87,44.01,156.37,31.68,
2019,05,20,02,17.81,67.00,1014.60,0.00,0.00,0.00,0.00,65.00,26.00,65.00,0.00,0.00,0.00,17.48,122.38,30.15,130.16,43.86,159.33,32.40,
2019,05,20,03,17.48,67.00,1014.70,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,16.61,119.90,27.94,128.20,41.46,159.68,36.36,
2019,05,20,04,16.73,72.00,1014.00,0.00,0.00,0.00,0.00,83.00,77.00,83.00,0.00,0.00,0.00,13.68,116.57,24.77,125.54,41.45,162.82,30.96,
2019,05,20,05,15.70,79.00,1014.10,0.00,0.00,0.00,0.00,50.00,50.00,50.00,0.00,0.69,0.00,14.24,110.73,26.18,121.50,38.52,164.28,29.16,
2019,05,20,06,15.40,82.00,1013.90,0.00,0.00,0.00,0.00,25.00,25.00,25.00,0.00,28.09,36.49,15.46,114.78,25.68,121.24,35.07,162.68,25.20,
2019,05,20,07,16.71,79.00,1013.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.04,145.07,16.92,119.29,21.49,121.29,33.37,159.81,26.64,
2019,05,20,08,18.86,71.00,1013.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,271.45,18.40,120.58,21.67,122.11,32.86,155.40,27.72,
2019,05,20,09,21.11,64.00,1013.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,398.72,19.27,122.80,21.57,123.42,34.70,149.44,25.92,
2019,05,20,10,23.17,57.00,1013.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,60.00,512.64,20.77,123.69,22.77,124.70,37.64,146.31,25.92,
2019,05,20,11,24.91,52.00,1013.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,577.61,22.18,125.75,23.69,126.35,41.25,147.84,27.72,
2019,05,20,12,26.27,46.00,1012.70,0.50,0.30,0.00,0.00,74.00,1.00,74.00,0.00,0.00,661.27,24.22,131.99,25.74,132.17,36.60,140.99,27.36,
2019,05,20,13,26.99,40.00,1012.70,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,12.77,633.68,26.73,134.45,28.51,135.00,37.25,138.92,28.44,
2019,05,20,14,27.49,38.00,1012.60,0.00,0.00,0.00,0.00,5.40,18.00,0.00,0.00,60.00,742.26,26.99,136.08,29.02,136.01,37.25,138.92,29.52,
2019,05,20,15,27.77,38.00,1012.40,0.00,0.00,0.00,0.00,5.10,17.00,0.00,0.00,56.55,722.68,27.25,136.61,29.30,137.49,37.11,140.91,28.44,
2019,05,20,16,27.86,38.00,1011.70,0.00,0.20,0.00,0.00,6.00,0.00,0.00,6.00,56.74,671.06,25.50,138.43,27.84,139.72,36.60,140.99,27.00,
2019,05,20,17,27.49,39.00,1011.60,0.10,0.10,0.00,0.00,50.00,7.00,2.00,50.00,56.17,544.68,25.48,137.29,28.04,138.12,37.02,139.34,27.72,
2019,05,20,18,26.99,41.00,1011.90,0.00,0.00,0.00,0.00,25.00,22.00,25.00,25.00,28.09,391.60,25.46,135.00,28.52,136.02,39.28,138.72,28.44,
2019,05,20,19,27.31,41.00,1010.90,0.00,0.20,0.00,0.00,72.00,0.00,0.00,72.00,44.04,362.23,24.69,135.59,28.27,136.55,41.05,142.13,27.00,
2019,05,20,20,26.73,43.00,1011.40,0.00,0.00,0.00,0.00,95.00,0.00,0.00,95.00,14.04,196.69,23.98,144.16,29.26,145.53,42.97,148.71,26.64,
2019,05,20,21,25.22,49.00,1011.60,0.00,0.00,0.00,0.00,15.00,0.00,10.00,15.00,0.00,71.20,20.00,156.67,26.14,157.32,46.22,161.85,27.72,
2019,05,20,22,24.07,54.00,1011.60,0.00,0.00,0.00,0.00,100.00,16.00,80.00,100.00,38.67,4.45,18.92,158.81,25.50,161.05,46.18,169.22,27.72,
2019,05,20,23,23.31,57.00,1011.50,0.00,0.00,0.00,0.00,93.00,22.00,93.00,68.00,0.00,0.00,16.28,144.90,23.22,150.26,44.88,166.08,25.92,
2019,05,21,00,22.14,64.00,1012.00,0.00,0.00,0.00,0.00,92.00,29.00,92.00,42.00,0.00,0.00,14.19,125.71,20.37,136.43,39.25,168.90,23.04,
2019,05,21,01,20.97,70.00,1011.90,0.00,0.00,0.00,0.00,63.00,26.00,63.00,63.00,0.00,0.00,12.30,110.56,19.08,125.79,36.93,173.84,21.60,
2019,05,21,02,19.55,78.00,1012.30,0.00,0.00,0.00,0.00,19.00,32.00,19.00,0.00,0.00,0.00,11.49,122.20,19.62,132.77,32.77,178.74,20.16,
2019,05,21,03,18.35,86.00,1012.40,0.30,0.00,0.00,0.00,100.00,25.00,100.00,100.00,0.00,0.00,6.11,135.00,11.53,178.21,35.10,153.17,15.12,
2019,05,21,04,17.61,84.00,1011.60,0.00,0.00,0.00,0.00,75.00,14.00,75.00,42.00,0.00,0.00,15.46,114.78,24.88,121.39,27.00,180.00,19.44,
2019,05,21,05,16.69,84.00,1011.60,0.00,0.30,0.00,0.00,50.00,7.00,50.00,0.00,1.55,0.00,15.65,113.03,25.14,119.13,21.19,170.22,17.64,
2019,05,21,06,16.66,81.00,1011.50,0.00,0.10,0.00,0.00,71.00,5.00,71.00,18.00,28.09,39.16,16.58,117.12,23.22,119.74,18.04,151.39,22.32,
2019,05,21,07,17.79,75.00,1011.00,0.00,0.00,0.00,0.00,77.00,11.00,77.00,0.00,14.68,156.64,17.67,123.37,21.68,125.54,19.60,134.26,18.00,
2019,05,21,08,19.60,70.00,1010.90,0.00,0.00,0.00,0.00,79.00,5.00,79.00,0.00,10.85,278.57,17.10,130.73,19.62,132.77,23.00,129.92,20.88,
2019,05,21,09,21.41,65.00,1010.90,0.00,0.00,0.00,0.00,76.00,0.00,76.00,0.00,9.57,392.49,17.07,137.56,18.36,138.18,27.38,129.13,19.44,
2019,05,21,10,23.04,62.00,1010.30,0.00,0.00,0.00,0.00,23.00,0.00,23.00,0.00,11.49,509.08,15.78,135.00,16.30,136.79,31.07,133.12,20.52,
2019,05,21,11,24.57,58.00,1010.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.32,618.55,15.70,126.61,15.41,127.41,33.43,138.93,21.60,
2019,05,21,12,25.78,55.00,1010.10,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,60.00,680.85,16.49,121.61,16.38,123.34,31.26,144.85,21.60,
2019,05,21,13,26.76,49.00,1009.80,0.30,0.70,0.00,0.00,0.00,0.00,0.00,0.00,53.62,714.67,18.12,130.97,18.12,130.97,23.17,135.63,21.96,
2019,05,21,14,27.30,45.00,1009.90,0.30,0.40,0.00,0.00,10.00,0.00,0.00,10.00,60.00,709.33,17.83,133.36,17.83,133.36,22.15,135.66,19.44,
2019,05,21,15,27.74,42.00,1009.60,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,53.62,685.30,18.86,131.91,19.11,132.71,23.42,135.00,19.80,
2019,05,21,16,27.96,40.00,1008.90,0.20,0.20,0.00,0.00,4.20,14.00,0.00,0.00,53.62,655.04,13.39,126.25,13.10,127.18,15.99,125.84,16.92,
2019,05,21,17,27.89,41.00,1008.90,0.10,0.20,0.00,0.00,13.00,35.00,13.00,5.00,57.32,580.28,13.83,128.66,13.83,128.66,16.78,125.39,15.84,
2019,05,21,18,27.59,42.00,1009.20,0.00,0.00,0.00,0.00,17.10,57.00,0.00,7.00,51.70,461.02,14.39,121.70,15.00,120.26,18.22,119.60,14.40,
2019,05,21,19,27.03,43.00,1008.90,0.00,0.00,0.00,0.00,10.00,29.00,0.00,10.00,49.09,347.99,15.82,131.31,16.56,132.36,20.63,132.88,16.56,
2019,05,21,20,26.39,45.00,1008.90,0.00,0.00,0.00,0.00,28.00,14.00,28.00,0.00,53.62,238.52,15.07,139.84,17.15,140.96,21.99,140.31,17.28,
2019,05,21,21,25.26,50.00,1009.00,0.00,0.00,0.00,0.00,60.00,18.00,60.00,0.00,42.13,114.81,9.45,139.64,14.62,142.00,21.47,145.24,17.28,
2019,05,21,22,24.41,55.00,1009.20,0.00,0.00,0.00,0.00,100.00,21.00,100.00,82.00,17.32,18.69,6.85,93.01,11.75,117.35,18.09,137.42,14.40,
2019,05,21,23,23.57,60.00,1008.80,0.00,0.00,0.00,0.00,100.00,28.00,100.00,80.00,0.00,0.00,8.65,73.07,13.76,96.01,16.87,140.19,14.40,
2019,05,22,00,22.25,69.00,1008.80,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,9.45,72.26,17.52,99.46,15.41,142.59,16.20,
2019,05,22,01,21.30,72.00,1009.40,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,10.83,68.55,15.73,105.95,13.28,130.60,11.16,
2019,05,22,02,20.43,72.00,1009.90,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,10.50,84.09,18.00,101.53,9.69,138.01,10.80,
