h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,labels
19530227,36.2,36.2,9999.9,9999.9,0.1,6.5,8.0,999.9,37.0,34.0,0.04,999.9,
19530228,33.0,31.5,1026.8,9999.9,4.8,10.0,15.9,999.9,36.0,28.0,0.28,999.9,
19530302,33.5,32.5,1025.3,9999.9,2.8,6.5,9.9,999.9,36.0,32.0,0.05,999.9,
19530304,24.5,18.2,1016.5,9999.9,6.2,25.2,35.0,999.9,27.0,23.0,0.00,999.9,
19530308,26.7,22.0,1020.4,9999.9,6.2,16.0,22.9,999.9,28.0,25.0,0.02,999.9,
19530309,30.2,24.0,1017.1,9999.9,6.2,11.8,19.0,999.9,37.0,23.0,0.00,999.9,
19530310,29.0,25.0,1015.7,9999.9,6.2,28.0,42.9,999.9,32.0,28.0,0.05,999.9,
19530311,20.8,16.0,1020.3,9999.9,6.2,11.9,15.9,999.9,25.0,16.0,0.00,999.9,
19530312,16.0,9.5,1026.0,9999.9,6.2,8.0,12.0,999.9,25.0,7.0,0.43,999.9,
19530313,17.2,10.8,1031.9,9999.9,6.2,5.5,9.9,999.9,25.0,10.0,0.02,999.9,
19530314,24.5,9999.9,1033.2,9999.9,6.2,10.7,19.0,999.9,39.0,12.0,0.00,999.9,
19530315,33.0,29.8,1032.0,9999.9,6.2,8.0,9.9,999.9,37.0,27.0,0.00,999.9,
19530316,30.0,30.0,1036.1,9999.9,0.1,3.5,8.0,999.9,32.0,28.0,0.05,999.9,
19530318,32.3,29.0,1030.9,9999.9,5.3,5.5,8.0,999.9,43.0,28.0,0.00,999.9,
19530319,29.3,25.7,1036.2,9999.9,10.6,5.0,9.9,999.9,36.0,25.0,0.00,999.9,
19530320,31.7,20.5,1040.1,9999.9,4.0,3.5,8.0,999.9,39.0,23.0,0.00,999.9,
19530321,33.0,23.3,1033.1,9999.9,6.2,10.9,14.0,999.9,43.0,23.0,0.00,999.9,
19530322,36.5,31.2,1025.9,9999.9,6.2,7.4,9.9,999.9,43.0,32.0,0.00,999.9,
19530323,32.5,30.2,1025.6,9999.9,4.3,7.0,14.0,999.9,34.0,30.0,0.00,999.9,
19530324,39.0,34.5,1017.9,9999.9,2.5,12.5,15.9,999.9,48.0,30.0,0.00,999.9,
19530325,45.7,35.2,1015.8,9999.9,7.8,18.5,22.9,999.9,54.0,39.0,0.00,999.9,
19530328,33.5,26.7,1007.5,9999.9,6.2,12.7,19.0,999.9,39.0,32.0,0.00,999.9,
19530329,38.3,33.0,1006.7,9999.9,3.4,15.5,19.0,999.9,46.0,30.0,0.04,999.9,
19530330,43.7,37.5,1002.7,9999.9,4.3,14.2,19.0,999.9,48.0,41.0,0.43,999.9,
19530331,43.5,38.0,996.2,9999.9,5.3,22.4,30.9,999.9,46.0,39.0,0.22,999.9,
19530401,35.0,30.7,1014.8,9999.9,4.3,7.5,14.0,999.9,39.0,30.0,0.04,999.9,
19530403,41.0,35.5,1027.3,9999.9,2.5,20.9,28.9,999.9,48.0,36.0,0.00,999.9,
19530404,49.7,38.8,1025.1,9999.9,2.2,24.9,30.9,999.9,59.0,37.0,0.00,999.9,
19530405,48.2,33.5,9999.9,9999.9,3.4,22.0,27.0,999.9,54.0,32.0,0.28,999.9,
19530407,40.5,37.5,1012.1,9999.9,3.4,8.9,9.9,999.9,45.0,36.0,0.06,999.9,
19530408,42.3,33.8,1010.4,9999.9,4.3,13.5,19.0,999.9,50.0,37.0,0.04,999.9,
19530410,38.0,29.8,1012.6,9999.9,6.2,14.2,22.9,999.9,45.0,30.0,0.00,999.9,
19530411,38.0,9999.9,1028.1,9999.9,6.2,9.0,14.0,999.9,46.0,32.0,0.00,999.9,
19530412,46.3,26.7,1027.6,9999.9,6.2,10.0,15.9,999.9,57.0,36.0,0.00,999.9,
19530413,50.0,26.0,1022.6,9999.9,3.4,13.2,19.0,999.9,63.0,37.0,0.00,999.9,
19530414,52.2,25.7,1018.1,9999.9,4.3,8.9,9.9,999.9,64.0,41.0,0.00,999.9,
19530415,47.8,33.0,1015.8,9999.9,6.8,8.5,14.0,999.9,57.0,32.0,0.00,999.9,
19530416,49.2,34.0,1018.4,9999.9,4.3,7.0,12.0,999.9,61.0,41.0,0.02,999.9,
19530417,50.3,34.7,9999.9,9999.9,4.3,9.0,12.0,999.9,61.0,43.0,0.00,999.9,
19530418,43.0,40.5,1016.5,9999.9,3.4,4.5,12.0,999.9,46.0,39.0,0.06,999.9,
19530419,41.0,34.0,1012.0,9999.9,3.8,12.5,22.9,999.9,54.0,32.0,0.02,999.9,
19530420,37.0,26.5,1020.7,9999.9,6.2,20.2,22.9,999.9,48.0,30.0,0.00,999.9,
19530422,40.5,30.2,1020.6,9999.9,5.3,11.9,15.9,999.9,46.0,36.0,0.00,999.9,
19530423,46.5,36.5,1021.4,9999.9,6.2,7.5,8.0,999.9,59.0,39.0,0.00,999.9,
19530424,50.0,36.7,1021.5,9999.9,4.3,12.7,25.1,999.9,59.0,36.0,0.00,999.9,
19530425,52.0,9999.9,1014.6,9999.9,3.1,5.5,12.0,999.9,61.0,43.0,0.00,999.9,
19530426,50.5,43.2,1009.0,9999.9,4.0,6.5,15.9,999.9,61.0,45.0,0.14,999.9,
19530427,43.7,34.0,1014.0,9999.9,6.2,8.0,9.9,999.9,54.0,36.0,0.00,999.9,
19530428,51.0,33.5,1015.7,9999.9,5.3,8.0,15.9,999.9,64.0,32.0,0.00,999.9,
19530429,56.8,42.3,1013.0,9999.9,6.2,9.5,14.0,999.9,70.0,46.0,0.00,999.9,
19530430,48.0,44.7,1018.8,9999.9,6.3,8.0,12.0,999.9,55.0,41.0,0.02,999.9,
19530501,52.0,45.5,1023.6,9999.9,6.2,8.0,9.9,999.9,61.0,43.0,0.00,999.9,
19530502,52.5,44.2,1027.0,9999.9,6.2,4.0,9.9,999.9,63.0,39.0,0.00,999.9,
19530503,52.2,42.5,1022.2,9999.9,7.8,6.5,14.0,999.9,61.0,32.0,0.02,999.9,
19530504,45.5,38.5,1016.2,9999.9,6.2,14.5,19.0,999.9,52.0,37.0,0.01,999.9,
19530505,46.8,36.3,1011.5,9999.9,7.8,13.7,19.0,999.9,52.0,43.0,0.00,999.9,
19530508,33.3,30.7,1009.9,9999.9,6.4,5.5,9.9,999.9,37.0,27.0,0.18,999.9,
19530509,41.5,28.8,1010.9,9999.9,5.9,16.0,33.0,999.9,54.0,32.0,0.00,999.9,
19530511,44.2,41.5,1007.7,9999.9,3.4,12.0,19.0,999.9,50.0,34.0,0.28,999.9,
19530512,52.2,46.0,1002.7,9999.9,3.4,14.2,19.0,999.9,61.0,46.0,0.16,999.9,
19530513,50.3,38.8,1008.9,9999.9,4.3,8.0,9.9,999.9,59.0,43.0,0.02,999.9,
19530514,51.3,43.7,1012.2,9999.9,3.4,7.0,8.0,999.9,64.0,46.0,0.08,999.9,
19530515,54.2,44.5,1015.1,9999.9,6.8,9.0,15.9,999.9,64.0,41.0,0.00,999.9,
19530516,56.0,46.0,1018.0,9999.9,3.9,5.0,8.0,999.9,68.0,41.0,0.00,999.9,
19530517,63.0,47.3,1017.5,9999.9,3.4,9.0,15.9,999.9,75.0,50.0,0.00,999.9,
19530518,57.2,51.3,1021.3,9999.9,5.0,7.0,12.0,999.9,68.0,50.0,0.35,999.9,
19530519,59.5,47.3,1028.7,9999.9,4.3,2.5,6.0,999.9,72.0,48.0,0.00,999.9,
19530520,64.8,50.0,1028.9,9999.9,2.5,3.5,8.0,999.9,77.0,48.0,0.00,999.9,
19530521,71.2,52.2,1024.1,9999.9,4.3,7.5,9.9,999.9,81.0,57.0,0.00,999.9,
19530523,72.0,55.5,1017.7,9999.9,7.8,9.5,14.0,999.9,82.0,64.0,0.00,999.9,
19530524,61.5,55.3,1014.4,9999.9,6.2,12.5,15.9,999.9,66.0,59.0,0.05,999.9,
19530525,48.0,36.0,1020.9,9999.9,7.8,23.5,25.1,999.9,52.0,46.0,0.28,999.9,
19530526,51.8,31.5,1023.5,9999.9,6.2,14.7,19.0,999.9,63.0,39.0,0.00,999.9,
19530527,55.8,43.7,9999.9,9999.9,7.8,17.0,19.0,999.9,57.0,50.0,0.24,999.9,
19530528,46.5,37.5,1004.9,9999.9,6.2,16.5,22.9,999.9,54.0,45.0,0.00,999.9,
19530529,45.2,9999.9,1006.1,9999.9,5.3,11.0,15.9,999.9,54.0,36.0,0.00,999.9,
19530530,47.8,38.8,1008.8,9999.9,6.2,9.5,14.0,999.9,55.0,34.0,0.02,999.9,
19530531,54.5,47.5,1008.8,9999.9,6.8,9.0,12.0,999.9,63.0,46.0,0.02,999.9,
19530602,65.5,56.3,1000.3,9999.9,5.3,17.7,27.0,999.9,75.0,59.0,0.18,999.9,
19530605,56.3,46.8,1017.4,9999.9,9.3,6.5,8.0,999.9,63.0,50.0,0.00,999.9,
19530608,60.0,51.5,1022.7,9999.9,6.8,7.0,12.0,999.9,68.0,50.0,0.00,999.9,
19530609,64.0,50.5,1020.6,9999.9,5.6,5.0,14.0,999.9,73.0,48.0,0.02,999.9,
19530610,64.3,51.0,1016.8,9999.9,7.8,8.0,15.9,999.9,72.0,55.0,0.00,999.9,
19530611,59.5,46.3,1013.2,9999.9,7.8,10.2,16.9,999.9,64.0,54.0,0.00,999.9,
19530612,55.5,51.0,1011.8,9999.9,6.2,10.0,15.9,999.9,61.0,50.0,0.01,999.9,
19530617,76.0,56.3,1013.4,9999.9,5.3,4.0,9.9,999.9,86.0,64.0,0.00,999.9,
19530618,72.2,9999.9,1011.6,9999.9,5.0,10.4,12.0,999.9,81.0,68.0,0.02,999.9,
19530619,66.7,62.5,1011.3,9999.9,5.4,5.0,8.0,999.9,75.0,63.0,0.00,999.9,
19530621,64.3,55.5,1022.3,9999.9,4.3,5.0,9.9,999.9,75.0,50.0,0.00,999.9,
19530622,66.5,62.2,1023.6,9999.9,5.4,11.2,16.9,999.9,75.0,52.0,0.00,999.9,
19530623,68.0,60.0,1023.5,9999.9,4.3,7.0,14.0,999.9,75.0,52.0,0.00,999.9,
19530624,71.0,58.5,1022.0,9999.9,5.4,7.0,12.0,999.9,81.0,59.0,0.02,999.9,
19530625,74.5,9999.9,1022.3,9999.9,6.2,5.1,8.0,999.9,84.0,64.0,0.00,999.9,
19530626,74.8,59.5,1016.2,9999.9,4.3,6.0,12.0,999.9,82.0,61.0,0.00,999.9,
19530628,60.5,47.8,1017.9,9999.9,6.2,11.7,16.9,999.9,66.0,50.0,0.00,999.9,
19530629,66.5,53.5,1014.7,9999.9,6.8,5.5,8.0,999.9,75.0,57.0,0.04,999.9,
19530630,68.5,54.3,1014.5,9999.9,6.2,8.5,14.0,999.9,79.0,59.0,0.39,999.9,
19530701,69.5,57.7,1013.1,9999.9,5.3,5.0,8.0,999.9,81.0,57.0,0.00,999.9,
19530702,69.8,9999.9,1012.3,9999.9,6.2,7.0,12.0,999.9,81.0,63.0,0.00,999.9,
19530703,70.5,9999.9,1013.2,9999.9,7.8,7.5,12.0,999.9,77.0,63.0,0.35,999.9,
19530704,75.0,58.2,1010.4,9999.9,6.2,4.5,9.9,999.9,86.0,61.0,0.00,999.9,
19530705,66.5,53.5,1003.3,9999.9,5.3,12.7,19.0,999.9,72.0,66.0,0.00,999.9,
19530706,59.5,49.2,1001.5,9999.9,6.2,24.2,35.0,999.9,70.0,55.0,0.10,999.9,
19530710,60.8,55.0,1013.5,9999.9,5.9,4.0,6.0,999.9,64.0,57.0,0.04,999.9,
19530711,61.0,59.0,1009.8,9999.9,4.3,9.0,15.9,999.9,63.0,57.0,0.04,999.9,
19530712,61.7,49.8,1010.0,9999.9,6.2,9.5,12.0,999.9,70.0,55.0,0.00,999.9,
19530713,62.7,45.5,1010.0,9999.9,12.4,6.0,6.0,999.9,75.0,46.0,0.00,999.9,
19530714,68.5,50.5,1007.8,9999.9,2.5,8.4,9.9,999.9,79.0,59.0,0.02,999.9,
19530715,63.5,57.5,1007.2,9999.9,3.4,4.6,6.0,999.9,68.0,57.0,0.28,999.9,
19530716,61.7,56.0,1009.2,9999.9,5.0,5.0,9.9,999.9,72.0,54.0,0.05,999.9,
19530717,62.5,53.2,1014.0,9999.9,5.3,10.0,15.9,999.9,72.0,50.0,0.00,999.9,
19530720,60.0,54.5,1011.9,9999.9,5.3,7.0,9.9,999.9,66.0,57.0,0.24,999.9,
19530721,63.2,53.2,1013.2,9999.9,6.2,12.8,19.0,999.9,72.0,52.0,0.00,999.9,
19530723,72.5,63.0,1014.5,9999.9,3.4,8.0,12.0,999.9,81.0,64.0,0.00,999.9,
19530724,70.7,61.5,9999.9,9999.9,3.1,9.7,19.0,999.9,84.0,63.0,0.02,999.9,
19530726,64.3,9999.9,1014.5,9999.9,5.3,9.5,12.0,999.9,73.0,54.0,0.00,999.9,
19530727,69.5,61.2,1009.7,9999.9,2.5,7.0,9.9,999.9,81.0,61.0,0.02,999.9,
19530728,66.5,55.3,1006.5,9999.9,5.3,9.5,15.9,999.9,75.0,61.0,0.02,999.9,
19530729,61.0,52.2,1010.7,9999.9,9.3,9.5,12.0,999.9,72.0,54.0,0.02,999.9,
19530730,64.0,52.2,1012.2,9999.9,7.8,5.1,6.0,999.9,75.0,54.0,0.00,999.9,
19530731,62.5,57.5,1006.3,9999.9,5.3,9.8,16.9,999.9,72.0,57.0,0.24,999.9,
19530801,60.5,53.5,1007.2,9999.9,5.3,10.0,14.0,999.9,72.0,52.0,0.04,999.9,
19530802,62.0,51.5,1007.4,9999.9,4.3,9.5,14.0,999.9,70.0,55.0,0.04,999.9,
19530803,58.2,51.8,1010.8,9999.9,5.3,8.3,16.9,999.9,68.0,50.0,0.12,999.9,
19530804,61.2,54.3,1016.1,9999.9,4.3,4.5,8.0,999.9,68.0,50.0,0.63,999.9,
19530805,55.8,53.2,1009.5,9999.9,4.3,13.3,22.9,999.9,61.0,52.0,0.16,999.9,
19530806,58.8,54.8,1001.7,9999.9,5.3,11.5,15.9,999.9,64.0,55.0,0.39,999.9,
19530807,56.5,54.0,1003.6,9999.9,6.3,4.0,8.0,999.9,64.0,50.0,0.02,999.9,
19530808,60.3,55.8,1003.8,9999.9,6.2,18.9,27.0,999.9,66.0,55.0,0.04,999.9,
19530809,60.5,52.7,1008.9,9999.9,6.2,20.0,27.0,999.9,64.0,59.0,0.06,999.9,
19530810,62.7,56.0,1015.9,9999.9,7.8,7.5,12.0,999.9,75.0,52.0,0.00,999.9,
19530811,65.0,59.0,1018.1,9999.9,6.2,6.9,9.9,999.9,75.0,57.0,0.00,999.9,
19530812,64.8,55.8,1024.2,9999.9,5.3,8.4,9.9,999.9,73.0,55.0,0.00,999.9,
19530813,63.8,57.0,1026.2,9999.9,6.2,9.5,12.0,999.9,72.0,55.0,0.02,999.9,
19530814,63.8,55.8,1021.7,9999.9,6.2,5.5,9.9,999.9,72.0,57.0,0.00,999.9,
19530815,64.8,61.0,1018.0,9999.9,3.4,5.0,9.9,999.9,70.0,55.0,0.02,999.9,
19530816,62.0,58.5,1015.1,9999.9,3.1,4.0,9.9,999.9,70.0,54.0,0.02,999.9,
19530817,64.0,61.5,1011.9,9999.9,3.4,5.0,8.0,999.9,72.0,59.0,0.04,999.9,
19530819,62.0,50.2,1015.0,9999.9,8.4,10.0,14.0,999.9,73.0,52.0,0.02,999.9,
19530821,60.3,52.7,1010.5,9999.9,3.4,8.0,12.0,999.9,73.0,52.0,0.05,999.9,
19530822,68.0,61.0,1004.8,9999.9,2.5,11.5,15.9,999.9,82.0,61.0,0.42,999.9,
19530823,64.5,56.0,1011.5,9999.9,6.8,3.5,6.0,999.9,75.0,57.0,0.02,999.9,
19530824,63.5,54.5,1016.5,9999.9,5.3,4.0,9.9,999.9,73.0,55.0,0.02,999.9,
19530825,64.0,54.7,1012.7,9999.9,2.5,8.5,12.0,999.9,73.0,54.0,0.02,999.9,
19530826,62.2,55.8,1009.1,9999.9,4.3,8.0,15.9,999.9,70.0,57.0,0.10,999.9,
19530827,59.3,51.0,1010.1,9999.9,5.3,10.9,15.9,999.9,68.0,52.0,0.12,999.9,
19530828,59.0,51.5,1012.8,9999.9,6.2,8.0,12.0,999.9,70.0,50.0,0.00,999.9,
19530829,54.8,51.8,1012.5,9999.9,3.4,10.0,12.0,999.9,68.0,50.0,0.08,999.9,
19530830,55.3,45.0,1010.2,9999.9,5.3,11.5,15.9,999.9,66.0,46.0,0.12,999.9,
19530831,56.8,9999.9,1006.7,9999.9,4.3,11.5,15.9,999.9,66.0,48.0,0.39,999.9,
19530901,58.0,50.5,1009.9,9999.9,5.3,22.2,35.0,999.9,63.0,54.0,0.91,999.9,
19530903,60.0,57.2,1009.3,9999.9,3.4,11.5,14.0,999.9,63.0,55.0,99.99,999.9,
19530905,54.2,9999.9,1011.6,9999.9,6.2,11.5,15.9,999.9,57.0,52.0,0.02,999.9,
19530907,51.8,41.5,1028.5,9999.9,6.2,6.0,8.0,999.9,59.0,39.0,0.04,999.9,
19530910,52.7,49.5,991.1,9999.9,3.4,10.4,15.9,999.9,55.0,50.0,0.67,999.9,
19530912,51.8,46.3,1001.7,9999.9,5.3,4.0,8.0,999.9,59.0,48.0,0.06,999.9,
19530913,50.3,9999.9,999.8,9999.9,7.8,8.5,12.0,999.9,57.0,46.0,0.02,999.9,
19530914,50.5,40.0,1012.9,9999.9,7.8,14.2,16.9,999.9,55.0,46.0,0.02,999.9,
19530915,46.0,40.5,1020.6,9999.9,6.2,5.7,16.9,999.9,55.0,36.0,0.04,999.9,
19530916,52.2,48.2,1022.4,9999.9,6.2,8.0,12.0,999.9,63.0,46.0,0.01,999.9,
19530917,53.2,49.5,1023.9,9999.9,3.8,2.5,6.0,999.9,63.0,48.0,0.04,999.9,
19530918,53.0,47.5,1020.6,9999.9,2.4,999.9,999.9,999.9,64.0,43.0,0.02,999.9,
19530920,60.8,54.5,1007.5,9999.9,3.4,8.0,14.0,999.9,68.0,57.0,0.02,999.9,
19530921,58.0,57.7,1005.3,9999.9,4.2,5.0,9.9,999.9,61.0,55.0,0.02,999.9,
19530922,58.5,9999.9,1006.3,9999.9,3.4,3.0,6.0,999.9,64.0,54.0,0.12,999.9,
19530923,56.8,52.7,1007.4,9999.9,3.4,7.0,12.0,999.9,64.0,50.0,0.51,999.9,
19530924,54.0,51.3,1011.6,9999.9,3.4,8.0,15.9,999.9,61.0,48.0,0.16,999.9,
19530926,53.2,51.5,1013.2,9999.9,3.4,8.5,12.0,999.9,61.0,48.0,0.04,999.9,
19530927,53.5,49.0,1017.4,9999.9,6.2,11.0,15.9,999.9,59.0,50.0,0.02,999.9,
19530928,49.7,9999.9,9999.9,9999.9,3.9,4.0,8.0,999.9,63.0,36.0,0.00,999.9,
19530929,53.8,47.5,1016.5,9999.9,5.9,11.5,15.9,999.9,64.0,46.0,0.00,999.9,
19530930,53.5,47.3,1021.4,9999.9,5.3,11.5,15.9,999.9,63.0,48.0,0.02,999.9,
19531001,56.0,52.3,1016.3,9999.9,4.3,10.9,14.0,999.9,59.0,52.0,0.05,999.9,
19531002,59.5,53.0,1012.9,9999.9,5.3,15.7,19.0,999.9,64.0,55.0,0.05,999.9,
19531003,60.8,9999.9,1021.1,9999.9,4.4,7.0,9.9,999.9,68.0,57.0,0.02,999.9,
19531004,57.2,52.0,1010.4,9999.9,3.4,9.0,14.0,999.9,63.0,54.0,0.04,999.9,
19531006,45.2,42.5,1004.3,9999.9,6.2,9.5,16.9,999.9,52.0,45.0,0.16,999.9,
19531007,39.0,35.0,1006.6,9999.9,6.2,13.5,15.9,999.9,41.0,37.0,0.28,999.9,
19531008,40.0,31.0,1013.3,9999.9,5.3,10.0,15.9,999.9,46.0,34.0,0.12,999.9,
19531009,40.5,36.5,1020.9,9999.9,6.2,7.0,9.9,999.9,50.0,32.0,0.00,999.9,
19531010,53.5,9999.9,1016.2,9999.9,6.2,999.9,999.9,999.9,57.0,46.0,0.00,999.9,
19531011,55.3,9999.9,1018.6,9999.9,4.3,10.5,15.9,999.9,59.0,54.0,0.00,999.9,
19531012,52.7,48.5,1023.9,9999.9,3.0,5.0,8.0,999.9,57.0,50.0,0.00,999.9,
19531013,50.5,40.2,1021.3,9999.9,3.4,8.5,12.0,999.9,61.0,41.0,0.00,999.9,
19531014,52.5,44.0,1017.2,9999.9,3.4,10.4,14.0,999.9,61.0,45.0,0.00,999.9,
19531015,55.5,48.0,1017.6,9999.9,2.5,9.5,14.0,999.9,64.0,50.0,0.00,999.9,
19531017,50.0,49.0,1024.8,9999.9,1.5,8.3,25.1,999.9,54.0,43.0,0.05,999.9,
19531018,52.0,49.0,1029.6,9999.9,3.1,3.0,6.0,999.9,55.0,50.0,0.04,999.9,
19531019,49.0,46.5,1034.2,9999.9,6.2,2.0,4.1,999.9,52.0,48.0,0.00,999.9,
19531020,50.0,46.0,1034.2,9999.9,5.3,8.7,28.9,999.9,54.0,41.0,0.81,999.9,
19531021,47.0,45.5,1031.9,9999.9,999.9,4.6,6.0,999.9,54.0,46.0,0.05,999.9,
19531022,45.0,40.0,1029.2,9999.9,4.3,5.5,8.0,999.9,55.0,43.0,0.05,999.9,
19531023,45.2,39.0,1028.3,9999.9,3.4,9.0,14.0,999.9,50.0,43.0,0.00,999.9,
19531024,43.2,37.0,1022.6,9999.9,3.4,11.9,14.0,999.9,50.0,37.0,0.00,999.9,
19531025,44.0,42.3,1022.4,9999.9,1.6,7.0,8.0,999.9,50.0,39.0,0.00,999.9,
19531026,48.0,46.3,1023.8,9999.9,1.2,10.5,14.0,999.9,50.0,46.0,0.02,999.9,
19531030,38.3,31.7,1027.2,9999.9,4.3,13.0,14.0,999.9,45.0,34.0,0.00,999.9,
19531031,30.0,9999.9,1035.2,9999.9,4.3,15.4,15.9,999.9,34.0,27.0,0.00,999.9,
19531102,32.8,15.5,1031.7,9999.9,4.3,18.3,19.0,999.9,41.0,28.0,0.00,999.9,
19531104,35.5,16.5,1026.5,9999.9,2.5,15.4,15.9,999.9,45.0,28.0,0.00,999.9,
19531105,30.5,21.2,1023.4,9999.9,3.1,18.0,22.9,999.9,32.0,28.0,0.05,999.9,
19531106,36.0,34.0,1026.5,9999.9,0.9,9.5,12.0,999.9,43.0,30.0,0.02,999.9,
19531108,39.7,35.7,1020.3,9999.9,2.5,19.7,22.9,999.9,43.0,34.0,99.99,999.9,
19531111,40.8,38.5,9999.9,9999.9,5.3,11.5,14.0,999.9,46.0,37.0,0.10,999.9,
19531113,41.5,39.5,9999.9,9999.9,3.4,9.0,15.9,999.9,43.0,39.0,0.73,999.9,
19531115,33.0,29.5,9999.9,9999.9,3.8,8.4,15.9,999.9,37.0,30.0,0.20,999.9,
19531117,33.0,27.0,1033.7,9999.9,5.0,7.5,9.9,999.9,39.0,25.0,0.04,999.9,
19531119,40.0,38.3,1010.8,9999.9,4.5,16.7,30.9,999.9,43.0,34.0,0.02,999.9,
19531120,38.3,31.7,1011.6,9999.9,10.9,15.0,15.9,999.9,41.0,36.0,0.55,999.9,
19531122,35.7,27.5,1014.4,9999.9,6.2,17.2,19.0,999.9,37.0,34.0,0.02,999.9,
19531123,32.0,21.0,1028.9,9999.9,6.2,13.0,15.9,999.9,34.0,30.0,0.02,999.9,
19531124,25.5,13.5,1041.1,9999.9,8.4,999.9,999.9,999.9,27.0,21.0,0.02,999.9,
19531125,22.2,9999.9,1040.2,9999.9,3.4,6.6,12.0,999.9,32.0,16.0,0.00,999.9,
19531126,22.5,19.0,1032.8,9999.9,4.3,12.0,14.0,999.9,25.0,19.0,0.00,999.9,
19531128,35.0,32.0,1020.6,9999.9,2.4,10.0,14.0,999.9,36.0,30.0,0.05,999.9,
19531129,39.7,35.5,997.3,9999.9,4.3,17.5,22.9,999.9,45.0,34.0,0.16,999.9,
19531201,43.7,35.2,1000.4,9999.9,5.3,20.2,22.9,999.9,46.0,39.0,0.08,999.9,
19531202,42.5,38.8,1012.0,9999.9,3.4,13.5,15.9,999.9,48.0,36.0,0.02,999.9,
19531203,46.8,44.7,1011.9,9999.9,2.2,999.9,999.9,999.9,50.0,45.0,0.05,999.9,
19531204,46.0,44.0,1010.6,9999.9,1.7,10.5,15.9,999.9,48.0,43.0,0.05,999.9,
19531205,44.5,39.7,1013.1,9999.9,8.4,16.2,16.9,999.9,52.0,39.0,0.05,999.9,
19531206,37.0,30.5,1028.3,9999.9,7.8,12.5,15.9,999.9,41.0,30.0,0.00,999.9,
19531207,33.8,31.2,1035.3,9999.9,6.2,7.0,8.0,999.9,41.0,28.0,0.00,999.9,
19531208,28.5,25.2,1033.9,9999.9,1.2,9.0,12.0,999.9,32.0,27.0,0.02,999.9,
19531209,28.3,27.3,1028.8,9999.9,0.9,7.5,9.9,999.9,30.0,25.0,0.05,999.9,
19531210,29.0,28.8,1031.7,9999.9,9.1,6.0,9.9,999.9,30.0,28.0,0.02,999.9,
19531211,26.5,25.2,1038.8,9999.9,1.9,10.4,14.0,999.9,30.0,23.0,0.05,999.9,
19531212,29.0,26.5,1042.3,9999.9,2.5,9.9,9.9,999.9,32.0,28.0,0.00,999.9,
19531213,29.3,9999.9,1040.9,9999.9,2.5,8.9,9.9,999.9,32.0,27.0,0.00,999.9,
19531214,26.0,15.8,1039.0,9999.9,2.2,13.0,14.0,999.9,30.0,21.0,0.00,999.9,
19531215,23.0,16.5,1040.2,9999.9,2.5,13.5,15.9,999.9,25.0,21.0,0.00,999.9,
19531216,26.5,20.8,1041.9,9999.9,2.5,15.0,15.9,999.9,28.0,21.0,0.00,999.9,
19531217,23.5,18.0,1040.5,9999.9,2.5,10.4,14.0,999.9,28.0,19.0,0.02,999.9,
19531218,17.7,17.7,1036.8,9999.9,5.0,5.5,8.0,999.9,19.0,16.0,0.02,999.9,
19531219,15.0,14.5,1031.2,9999.9,3.4,8.5,12.0,999.9,18.0,14.0,0.05,999.9,
19531220,11.8,8.7,1028.9,9999.9,2.5,16.7,19.0,999.9,16.0,9.0,0.00,999.9,
19531221,15.8,14.0,1027.8,9999.9,2.2,10.5,14.0,999.9,19.0,12.0,0.02,999.9,
19531222,20.5,18.8,1024.1,9999.9,2.2,5.1,6.0,999.9,21.0,19.0,0.02,999.9,
19531223,19.3,17.7,1024.2,9999.9,8.8,2.5,6.0,999.9,21.0,18.0,0.06,999.9,
19531224,20.0,9999.9,1023.9,9999.9,1.7,4.0,8.0,999.9,23.0,18.0,0.05,999.9,
19531225,25.7,22.0,1020.7,9999.9,2.5,999.9,999.9,999.9,28.0,23.0,0.02,999.9,
19531226,27.5,25.7,1019.7,9999.9,1.2,8.4,9.9,999.9,28.0,27.0,0.02,999.9,
19531227,27.8,26.5,1012.0,9999.9,1.9,11.4,15.9,999.9,28.0,27.0,0.01,999.9,
19531228,26.7,25.5,1001.6,9999.9,0.8,6.0,12.0,999.9,30.0,25.0,0.08,999.9,
19531229,21.2,19.8,1007.9,9999.9,1.9,3.5,4.1,999.9,25.0,18.0,0.06,999.9,
19531230,25.5,22.5,1024.3,9999.9,4.3,6.5,9.9,999.9,28.0,18.0,0.02,999.9,
19531231,19.0,18.0,1028.6,9999.9,3.7,5.0,6.0,999.9,23.0,16.0,0.00,999.9,
19540102,18.5,18.2,1020.0,9999.9,1.7,13.0,15.9,999.9,28.0,10.0,0.04,999.9,
19540103,32.0,30.0,996.0,9999.9,2.5,16.7,19.0,999.9,36.0,30.0,0.04,999.9,
19540104,26.0,9999.9,1016.5,9999.9,2.8,8.0,12.0,999.9,28.0,21.0,0.04,999.9,
19540105,17.2,9999.9,1029.6,9999.9,4.0,8.5,15.9,999.9,21.0,14.0,0.00,999.9,
19540106,24.0,20.0,1022.3,9999.9,2.5,999.9,999.9,999.9,27.0,19.0,0.00,999.9,
19540107,18.2,17.2,1017.5,9999.9,2.5,8.4,9.9,999.9,21.0,16.0,0.00,999.9,
