h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,labels
19490911,53.2,9999.9,1027.2,9999.9,3.2,1.4,5.1,999.9,57.0,46.0,0.00,999.9,
19490913,55.0,9999.9,1029.3,9999.9,4.2,3.2,8.9,999.9,72.0,45.0,0.00,999.9,
19490917,63.8,9999.9,1021.8,9999.9,4.3,10.0,13.0,999.9,73.0,57.0,0.00,999.9,
19490918,62.7,9999.9,1023.4,9999.9,4.3,9.0,13.0,999.9,72.0,55.0,0.00,999.9,
19490921,55.0,9999.9,1022.5,9999.9,3.4,8.0,13.0,999.9,66.0,48.0,0.05,999.9,
19490922,56.2,9999.9,1024.5,9999.9,2.2,3.8,8.9,999.9,59.0,50.0,99.99,999.9,
19490923,48.6,9999.9,1030.8,9999.9,5.5,4.0,5.1,999.9,61.0,39.0,0.00,999.9,
19490924,52.3,9999.9,1029.9,9999.9,5.9,5.1,5.1,999.9,68.0,39.0,0.00,999.9,
19490928,55.3,9999.9,1020.9,9999.9,6.2,9.8,23.9,999.9,66.0,54.0,0.00,999.9,
19490929,54.0,9999.9,1021.8,9999.9,6.8,4.3,5.1,999.9,57.0,50.0,0.00,999.9,
19490930,56.5,9999.9,1013.5,9999.9,4.3,6.0,13.0,999.9,64.0,45.0,0.04,999.9,
19491001,51.6,9999.9,1009.0,9999.9,4.0,8.4,13.0,999.9,57.0,50.0,0.02,999.9,
19491002,50.5,9999.9,9999.9,9999.9,9.3,6.0,8.9,999.9,59.0,46.0,0.02,999.9,
19491004,47.7,9999.9,1007.7,9999.9,8.4,31.9,36.9,999.9,54.0,43.0,99.99,999.9,
19491008,46.3,9999.9,1018.2,9999.9,12.4,999.9,999.9,999.9,52.0,41.0,0.02,999.9,
19491009,42.8,9999.9,9999.9,9999.9,9.3,7.0,8.9,999.9,48.0,37.0,0.02,999.9,
19491010,34.0,9999.9,1035.5,9999.9,5.6,0.0,999.9,999.9,46.0,25.0,0.00,999.9,
19491011,34.5,9999.9,1033.9,9999.9,5.0,5.8,8.9,999.9,48.0,28.0,0.00,999.9,
19491012,37.5,9999.9,1027.5,9999.9,2.5,3.5,5.1,999.9,50.0,30.0,0.00,999.9,
19491013,46.0,9999.9,1025.4,9999.9,1.9,5.1,5.1,999.9,55.0,37.0,0.00,999.9,
19491014,54.5,9999.9,1019.6,9999.9,2.5,7.0,8.9,999.9,57.0,52.0,0.00,999.9,
19491015,51.0,9999.9,1019.8,9999.9,5.9,8.3,18.1,999.9,61.0,45.0,0.00,999.9,
19491016,53.2,9999.9,1019.9,9999.9,4.3,6.0,8.9,999.9,61.0,52.0,0.00,999.9,
19491017,47.8,9999.9,1019.4,9999.9,3.9,5.1,5.1,999.9,61.0,19.0,0.01,999.9,
19491019,53.5,9999.9,1014.4,9999.9,2.3,12.5,23.9,999.9,61.0,46.0,0.00,999.9,
19491021,52.8,9999.9,1015.4,9999.9,3.2,10.6,13.0,999.9,63.0,48.0,0.00,999.9,
19491022,52.0,9999.9,1012.0,9999.9,5.5,8.4,18.1,999.9,57.0,48.0,0.02,999.9,
19491023,47.5,9999.9,1015.7,9999.9,6.2,9.0,13.0,999.9,54.0,41.0,0.12,999.9,
19491025,44.5,9999.9,1005.4,9999.9,7.8,15.0,23.9,999.9,54.0,37.0,0.12,999.9,
19491027,52.7,9999.9,1004.6,9999.9,6.2,10.0,13.0,999.9,57.0,48.0,0.00,999.9,
19491028,41.3,9999.9,1020.8,9999.9,9.3,9.6,13.0,999.9,46.0,34.0,0.04,999.9,
19491029,34.2,9999.9,1028.7,9999.9,8.3,5.0,8.9,999.9,45.0,32.0,0.02,999.9,
19491030,33.8,9999.9,1034.9,9999.9,4.7,3.8,5.1,999.9,39.0,28.0,0.00,999.9,
19491031,25.4,9999.9,1037.9,9999.9,0.6,4.0,5.1,999.9,30.0,21.0,0.00,999.9,
19491102,40.4,9999.9,1028.6,9999.9,3.1,7.4,13.0,999.9,55.0,36.0,0.02,999.9,
19491104,41.5,9999.9,1029.2,9999.9,4.3,15.5,18.1,999.9,50.0,37.0,0.02,999.9,
19491105,31.0,9999.9,1026.7,9999.9,2.5,11.0,13.0,999.9,39.0,30.0,0.00,999.9,
19491108,44.8,9999.9,1006.9,9999.9,3.2,13.3,18.1,999.9,46.0,43.0,0.02,999.9,
19491109,45.5,9999.9,1009.2,9999.9,2.5,12.0,13.0,999.9,48.0,45.0,0.02,999.9,
19491110,44.0,9999.9,1009.4,9999.9,2.1,7.6,8.9,999.9,45.0,43.0,0.05,999.9,
19491111,39.9,9999.9,1006.3,9999.9,2.2,9.5,13.0,999.9,41.0,39.0,0.02,999.9,
19491113,41.8,9999.9,1003.5,9999.9,2.5,10.6,13.0,999.9,43.0,41.0,0.00,999.9,
19491114,36.2,9999.9,1009.0,9999.9,5.4,9.0,13.0,999.9,41.0,18.0,0.16,999.9,
19491115,40.3,9999.9,1024.7,9999.9,1.8,0.8,5.1,999.9,43.0,37.0,0.05,999.9,
19491116,40.7,9999.9,1033.5,9999.9,1.8,3.8,8.9,999.9,43.0,39.0,0.00,999.9,
19491117,41.4,9999.9,1028.6,9999.9,6.2,22.7,23.9,999.9,45.0,37.0,0.00,999.9,
19491119,35.6,9999.9,1021.6,9999.9,4.2,2.4,5.1,999.9,39.0,34.0,0.00,999.9,
19491120,44.2,9999.9,1026.6,9999.9,2.2,8.0,8.9,999.9,46.0,41.0,99.99,999.9,
19491121,43.5,9999.9,1025.9,9999.9,2.2,8.0,8.9,999.9,45.0,43.0,0.02,999.9,
19491123,35.4,9999.9,1017.1,9999.9,4.7,10.6,13.0,999.9,37.0,34.0,0.05,999.9,
19491128,41.3,9999.9,992.2,9999.9,1.2,4.7,8.9,999.9,45.0,39.0,0.16,999.9,
19491130,29.4,9999.9,1009.1,9999.9,6.2,6.8,13.0,999.9,30.0,27.0,0.02,999.9,
19491201,33.2,9999.9,1010.9,9999.9,0.9,6.6,8.9,999.9,36.0,28.0,0.02,999.9,
19491203,37.4,9999.9,996.1,9999.9,2.5,10.6,13.0,999.9,39.0,36.0,0.02,999.9,
19491206,35.4,9999.9,989.9,9999.9,6.2,8.2,13.0,999.9,37.0,34.0,0.16,999.9,
19491207,32.5,9999.9,1000.7,9999.9,6.2,4.3,5.1,999.9,34.0,30.0,0.00,999.9,
19491210,43.2,9999.9,1005.1,9999.9,2.0,9.2,18.1,999.9,46.0,41.0,0.12,999.9,
19491211,38.0,9999.9,1008.7,9999.9,2.5,12.3,18.1,999.9,41.0,36.0,0.16,999.9,
19491212,36.0,9999.9,1015.5,9999.9,2.5,11.0,13.0,999.9,9999.9,34.0,0.04,999.9,
19491214,34.0,9999.9,1019.8,9999.9,999.9,13.3,18.1,999.9,36.0,32.0,0.02,999.9,
19491215,31.3,9999.9,1013.7,9999.9,6.2,16.4,18.1,999.9,34.0,30.0,0.00,999.9,
19491218,36.4,9999.9,990.6,9999.9,4.0,20.4,23.9,999.9,37.0,34.0,0.06,999.9,
19491219,34.2,9999.9,1001.5,9999.9,6.2,14.5,18.1,999.9,37.0,28.0,0.05,999.9,
19491220,38.5,9999.9,1007.0,9999.9,5.3,17.4,23.9,999.9,39.0,36.0,0.04,999.9,
19491222,38.5,9999.9,1021.1,9999.9,6.2,8.0,8.9,999.9,41.0,37.0,0.02,999.9,
19491228,34.0,9999.9,1003.0,9999.9,6.2,15.8,18.1,999.9,39.0,27.0,0.02,999.9,
19491229,20.8,9999.9,1019.9,9999.9,6.2,3.0,5.1,999.9,41.0,10.0,0.00,999.9,
19491230,7.2,9999.9,1022.9,9999.9,5.5,5.1,5.1,999.9,12.0,0.0,99.99,999.9,
19500103,17.2,13.3,999.9,9999.9,9.6,7.0,9.9,999.9,23.0,14.0,0.28,999.9,
19500104,8.2,0.6,1003.9,9999.9,4.0,6.4,8.0,999.9,14.0,0.0,0.06,999.9,
19500105,-0.5,-5.8,1007.2,9999.9,3.4,7.0,9.9,999.9,3.0,-4.0,0.06,999.9,
19500107,-7.5,-11.5,1018.5,9999.9,2.2,8.0,8.0,999.9,-2.0,-9.0,0.00,999.9,
19500108,-6.0,-12.2,1022.2,9999.9,1.9,10.3,15.9,999.9,3.0,-11.0,0.02,999.9,
19500109,0.4,-5.4,1018.7,9999.9,6.7,7.6,9.9,999.9,7.0,-11.0,0.00,999.9,
19500112,-9.0,-15.0,1035.7,9999.9,1.9,9.5,15.9,999.9,-2.0,-17.0,0.00,999.9,
19500113,3.5,-3.5,1021.8,9999.9,1.6,11.0,12.0,999.9,9.0,-6.0,99.99,999.9,
19500114,33.5,32.2,9999.9,9999.9,999.9,11.7,19.0,999.9,37.0,10.0,0.10,999.9,
19500115,28.5,25.5,9999.9,9999.9,999.9,11.8,19.0,999.9,32.0,25.0,0.00,999.9,
19500117,-9.8,-14.3,1021.6,9999.9,6.2,4.0,6.0,999.9,-6.0,-13.0,0.02,999.9,
19500119,-10.8,-13.5,1044.6,9999.9,2.5,4.0,12.0,999.9,7.0,-20.0,0.24,999.9,
19500120,22.5,17.5,1028.8,9999.9,4.0,7.0,15.9,999.9,32.0,18.0,0.12,999.9,
19500121,24.8,18.7,1025.1,9999.9,999.9,999.9,999.9,999.9,34.0,21.0,99.99,999.9,
19500122,18.8,14.8,1033.6,9999.9,6.7,2.0,4.1,999.9,21.0,16.0,0.00,999.9,
19500124,30.7,28.8,1037.3,9999.9,5.3,3.5,4.1,999.9,32.0,19.0,0.02,999.9,
19500125,26.0,22.5,1037.3,9999.9,5.3,3.1,4.1,999.9,32.0,19.0,0.00,999.9,
19500126,25.2,23.6,1036.8,9999.9,2.0,1.2,6.0,999.9,30.0,14.0,0.00,999.9,
19500127,20.1,20.1,1035.7,9999.9,2.2,3.0,6.0,999.9,27.0,12.0,0.00,999.9,
19500128,23.8,19.4,1033.7,9999.9,7.5,9.2,12.0,999.9,28.0,16.0,0.02,999.9,
19500129,23.0,20.0,1025.2,9999.9,5.3,10.5,15.9,999.9,28.0,16.0,0.02,999.9,
19500130,6.6,-1.1,1029.5,9999.9,4.6,11.1,15.9,999.9,10.0,1.0,0.02,999.9,
19500131,4.8,-0.4,1034.4,9999.9,2.3,4.0,8.0,999.9,10.0,0.0,0.02,999.9,
19500201,17.0,14.8,1031.0,9999.9,1.5,2.0,6.0,999.9,21.0,9.0,0.02,999.9,
19500202,9.3,2.3,1038.3,9999.9,1.6,1.0,4.1,999.9,21.0,1.0,0.00,999.9,
19500203,5.2,2.2,1036.7,9999.9,1.4,6.5,12.0,999.9,10.0,-4.0,0.02,999.9,
19500205,20.0,10.4,1016.6,9999.9,4.7,13.0,19.0,999.9,21.0,18.0,0.02,999.9,
19500207,33.0,9999.9,1000.4,9999.9,4.3,11.5,12.0,999.9,36.0,28.0,0.04,999.9,
19500208,36.8,30.9,1004.3,9999.9,5.3,8.5,12.0,999.9,45.0,34.0,0.01,999.9,
19500209,33.3,31.7,1003.0,9999.9,3.0,7.6,9.9,999.9,36.0,32.0,0.04,999.9,
19500210,34.6,30.4,1001.3,9999.9,5.4,9.3,9.9,999.9,36.0,32.0,0.02,999.9,
19500211,31.7,29.5,9999.9,9999.9,3.1,18.3,27.0,999.9,36.0,27.0,0.08,999.9,
19500212,32.8,29.2,985.1,9999.9,4.1,11.2,22.9,999.9,34.0,32.0,0.02,999.9,
19500213,32.0,30.3,993.4,9999.9,2.0,4.3,8.0,999.9,34.0,28.0,0.10,999.9,
19500214,37.4,32.4,991.8,9999.9,4.3,12.4,19.0,999.9,41.0,32.0,0.10,999.9,
19500215,28.2,22.8,1006.9,9999.9,6.2,13.2,22.9,999.9,30.0,25.0,0.02,999.9,
19500216,29.3,27.0,1010.7,9999.9,2.6,2.5,6.0,999.9,32.0,25.0,0.17,999.9,
19500217,34.2,32.2,1012.5,9999.9,1.7,5.7,9.9,999.9,39.0,30.0,0.16,999.9,
19500218,38.2,37.2,1009.6,9999.9,2.6,10.8,15.9,999.9,43.0,36.0,0.05,999.9,
19500219,36.0,33.6,1012.4,9999.9,3.4,7.2,12.0,999.9,37.0,34.0,0.10,999.9,
19500220,34.3,32.3,1010.3,9999.9,3.3,5.7,8.0,999.9,36.0,32.0,0.01,999.9,
19500221,34.0,31.5,999.6,9999.9,2.3,7.5,8.0,999.9,36.0,32.0,0.12,999.9,
19500222,32.0,30.7,1005.8,9999.9,5.0,10.3,12.0,999.9,34.0,30.0,0.02,999.9,
19500223,33.6,30.6,999.3,9999.9,5.1,13.4,19.0,999.9,39.0,28.0,0.08,999.9,
19500224,27.3,21.6,994.5,9999.9,7.1,5.3,9.9,999.9,32.0,21.0,99.99,999.9,
19500225,24.8,15.8,994.6,9999.9,6.6,5.4,9.9,999.9,34.0,18.0,0.02,999.9,
19500226,25.6,22.3,998.1,9999.9,3.2,2.3,6.0,999.9,32.0,19.0,0.00,999.9,
19500228,23.0,19.5,1009.6,9999.9,3.0,12.0,15.9,999.9,25.0,21.0,0.10,999.9,
19500304,31.2,27.6,1019.0,9999.9,3.6,12.2,19.0,999.9,34.0,28.0,0.02,999.9,
19500305,36.0,34.8,1012.6,9999.9,2.2,14.5,28.9,999.9,39.0,34.0,0.01,999.9,
19500306,36.0,28.6,1016.3,9999.9,8.7,9.2,12.0,999.9,46.0,32.0,0.02,999.9,
19500307,37.0,29.3,1011.8,9999.9,5.4,18.5,30.9,999.9,41.0,34.0,0.02,999.9,
19500308,30.0,23.4,1009.6,9999.9,7.5,27.7,30.9,999.9,32.0,28.0,0.06,999.9,
19500310,29.6,20.8,1009.4,9999.9,8.7,7.9,9.9,999.9,36.0,21.0,0.02,999.9,
19500312,32.7,31.3,9999.9,9999.9,2.1,10.1,22.9,999.9,34.0,30.0,0.35,999.9,
19500313,26.1,19.3,994.3,9999.9,4.2,16.3,27.0,999.9,28.0,25.0,0.02,999.9,
19500314,20.8,19.5,1006.2,9999.9,3.6,5.3,9.9,999.9,27.0,16.0,0.10,999.9,
19500315,18.5,14.5,1017.5,9999.9,4.0,4.7,6.0,999.9,28.0,5.0,99.99,999.9,
19500316,12.2,8.8,1029.1,9999.9,1.9,0.0,999.9,999.9,36.0,3.0,0.00,999.9,
19500317,21.8,18.4,1027.7,9999.9,6.2,14.0,19.0,999.9,37.0,12.0,0.00,999.9,
19500318,37.3,31.0,1020.2,9999.9,5.4,15.8,19.0,999.9,43.0,34.0,0.00,999.9,
19500319,42.2,37.6,1025.1,9999.9,6.2,8.4,9.9,999.9,52.0,36.0,0.00,999.9,
19500320,39.2,31.2,1020.1,9999.9,3.2,13.0,19.0,999.9,46.0,34.0,0.00,999.9,
19500321,40.8,37.6,1016.6,9999.9,3.7,4.8,9.9,999.9,48.0,37.0,0.02,999.9,
19500322,37.5,36.7,1020.2,9999.9,1.1,1.5,6.0,999.9,41.0,36.0,0.04,999.9,
19500323,30.4,27.5,1029.1,9999.9,6.0,3.0,6.0,999.9,41.0,28.0,0.00,999.9,
19500324,29.6,25.0,1031.0,9999.9,5.2,0.8,1.9,999.9,45.0,25.0,0.00,999.9,
19500325,39.0,27.4,1027.6,9999.9,4.3,4.7,8.0,999.9,46.0,32.0,0.00,999.9,
19500326,33.2,30.4,1026.7,9999.9,2.7,5.3,8.0,999.9,41.0,30.0,0.02,999.9,
19500328,32.5,27.8,9999.9,9999.9,7.5,12.0,30.9,999.9,34.0,28.0,0.04,999.9,
19500329,32.5,25.5,1009.5,9999.9,6.2,8.9,9.9,999.9,43.0,27.0,0.00,999.9,
19500330,36.5,26.3,1007.6,9999.9,4.3,2.5,6.0,999.9,45.0,28.0,0.04,999.9,
19500331,33.2,30.2,1006.3,9999.9,4.7,9.6,19.0,999.9,39.0,27.0,0.02,999.9,
19500401,41.4,37.6,1001.0,9999.9,5.0,12.0,15.9,999.9,46.0,39.0,0.04,999.9,
19500402,45.0,36.7,994.5,9999.9,2.5,12.8,16.9,999.9,50.0,41.0,0.02,999.9,
19500403,46.2,41.4,994.8,9999.9,2.2,8.8,12.0,999.9,52.0,43.0,0.14,999.9,
19500404,45.4,43.0,999.9,9999.9,2.2,0.8,1.9,999.9,52.0,41.0,0.17,999.9,
19500406,35.7,31.5,1013.2,9999.9,3.4,3.0,8.0,999.9,48.0,32.0,0.02,999.9,
19500407,33.5,28.0,1021.4,9999.9,3.4,2.0,6.0,999.9,50.0,28.0,0.00,999.9,
19500408,40.2,27.2,1023.1,9999.9,3.7,2.4,6.0,999.9,52.0,27.0,0.00,999.9,
19500409,41.2,31.0,1013.3,9999.9,4.3,16.7,30.9,999.9,55.0,34.0,1.18,999.9,
19500410,43.8,37.0,1001.0,9999.9,4.0,10.4,22.9,999.9,50.0,39.0,0.20,999.9,
19500411,44.2,37.5,1000.8,9999.9,3.7,12.5,19.0,999.9,54.0,39.0,0.01,999.9,
19500412,42.4,36.0,1005.3,9999.9,4.6,9.1,15.9,999.9,52.0,36.0,0.10,999.9,
19500413,44.4,37.2,1007.9,9999.9,2.2,12.1,16.9,999.9,55.0,36.0,0.01,999.9,
19500414,44.4,38.8,1004.8,9999.9,4.7,13.0,19.0,999.9,50.0,39.0,0.20,999.9,
19500415,42.8,32.5,1015.5,9999.9,6.2,6.5,9.9,999.9,55.0,36.0,0.00,999.9,
19500416,47.3,39.3,1014.7,9999.9,4.0,8.0,9.9,999.9,55.0,45.0,0.05,999.9,
19500417,49.5,47.8,1013.1,9999.9,1.0,2.5,4.1,999.9,64.0,45.0,0.24,999.9,
19500418,49.4,46.3,1007.7,9999.9,5.5,8.6,12.0,999.9,55.0,45.0,0.24,999.9,
19500419,45.4,42.0,1013.6,9999.9,4.7,5.6,12.0,999.9,63.0,39.0,0.12,999.9,
19500420,47.0,40.5,1020.6,9999.9,5.3,5.0,8.0,999.9,54.0,43.0,0.04,999.9,
19500421,49.4,40.2,1020.4,9999.9,6.2,8.0,12.0,999.9,57.0,39.0,0.00,999.9,
19500422,54.4,49.6,1015.2,9999.9,4.0,0.8,4.1,999.9,61.0,50.0,0.00,999.9,
19500423,51.0,50.5,1004.1,9999.9,0.9,6.5,9.9,999.9,64.0,46.0,99.99,999.9,
19500425,52.6,45.8,1002.7,9999.9,5.5,5.2,12.0,999.9,57.0,45.0,0.87,999.9,
19500427,43.2,39.2,1008.6,9999.9,3.1,6.0,9.9,999.9,50.0,41.0,0.24,999.9,
19500429,44.0,38.5,1011.0,9999.9,6.2,8.0,12.0,999.9,52.0,39.0,0.34,999.9,
19500430,43.0,36.1,1015.8,9999.9,5.6,14.1,19.0,999.9,55.0,36.0,0.37,999.9,
19500502,55.3,42.2,1026.4,9999.9,4.3,3.0,6.0,999.9,66.0,45.0,0.00,999.9,
19500504,60.3,44.2,1025.8,9999.9,6.8,9.0,12.0,999.9,68.0,50.0,0.00,999.9,
19500506,59.3,45.7,1029.9,9999.9,6.2,6.0,8.0,999.9,72.0,50.0,0.00,999.9,
19500510,49.0,37.4,1024.9,9999.9,6.2,4.8,15.9,999.9,57.0,43.0,0.00,999.9,
19500511,49.2,41.0,1019.2,9999.9,8.7,8.8,15.9,999.9,59.0,39.0,0.00,999.9,
19500512,50.7,44.3,1018.4,9999.9,6.2,8.6,15.9,999.9,59.0,45.0,0.00,999.9,
19500513,52.5,38.8,1017.4,9999.9,5.3,1.5,4.1,999.9,61.0,43.0,0.00,999.9,
19500514,49.8,42.3,1009.7,9999.9,5.3,10.0,15.9,999.9,72.0,46.0,0.02,999.9,
19500515,47.3,35.2,1009.4,9999.9,9.3,17.5,19.0,999.9,52.0,45.0,0.00,999.9,
19500516,43.6,35.0,1012.5,9999.9,10.9,6.7,9.9,999.9,50.0,36.0,0.00,999.9,
19500517,48.8,36.4,1012.0,9999.9,8.7,4.0,9.9,999.9,61.0,36.0,0.02,999.9,
19500518,58.2,40.0,1010.5,9999.9,5.5,9.2,12.0,999.9,68.0,45.0,99.99,999.9,
19500519,58.8,50.0,1009.8,9999.9,4.7,999.9,999.9,999.9,73.0,52.0,0.10,999.9,
19500521,60.8,50.5,1020.2,9999.9,999.9,2.5,6.0,999.9,70.0,48.0,0.00,999.9,
19500522,62.0,56.3,1016.2,9999.9,5.6,3.0,6.0,999.9,75.0,55.0,1.02,999.9,
19500525,48.7,37.3,1015.2,9999.9,10.9,13.3,19.0,999.9,52.0,39.0,0.00,999.9,
19500526,55.2,41.1,1009.2,9999.9,7.0,7.6,15.9,999.9,64.0,41.0,0.00,999.9,
19500527,55.2,47.8,1003.9,9999.9,4.7,4.0,9.9,999.9,61.0,50.0,0.02,999.9,
19500528,54.4,49.6,1007.0,9999.9,4.5,7.2,12.0,999.9,66.0,48.0,0.16,999.9,
19500529,51.4,48.0,1010.9,9999.9,2.5,9.2,12.0,999.9,55.0,50.0,0.20,999.9,
19500530,54.2,42.8,1007.8,9999.9,6.2,17.8,22.9,999.9,59.0,50.0,0.04,999.9,
19500601,46.4,37.2,1020.8,9999.9,11.2,19.8,33.0,999.9,52.0,43.0,0.00,999.9,
19500602,48.7,34.3,1027.5,9999.9,11.2,8.0,9.9,999.9,61.0,36.0,0.00,999.9,
19500603,53.0,44.5,1026.7,9999.9,9.3,6.0,9.9,999.9,70.0,43.0,0.00,999.9,
19500604,60.8,47.8,1027.8,9999.9,6.7,3.2,6.0,999.9,75.0,45.0,0.00,999.9,
19500605,63.8,47.0,1023.3,9999.9,10.9,7.0,9.9,999.9,77.0,50.0,0.00,999.9,
19500606,57.8,48.0,1019.3,9999.9,11.2,9.2,15.9,999.9,70.0,50.0,0.00,999.9,
19500607,57.2,45.4,1019.0,9999.9,9.2,5.6,9.9,999.9,68.0,46.0,0.00,999.9,
19500608,63.8,49.0,1008.9,9999.9,999.9,12.0,19.0,999.9,73.0,57.0,0.00,999.9,
19500610,52.2,46.0,1002.8,9999.9,4.7,7.1,9.9,999.9,63.0,50.0,0.35,999.9,
19500611,49.5,37.0,1009.9,9999.9,6.8,18.5,27.0,999.9,54.0,43.0,0.16,999.9,
19500613,50.0,37.6,1009.3,9999.9,9.9,25.5,30.9,999.9,55.0,46.0,0.00,999.9,
19500614,52.8,37.8,1009.6,9999.9,12.4,4.9,6.0,999.9,63.0,45.0,0.00,999.9,
19500615,59.6,42.8,1010.2,9999.9,6.0,3.6,6.0,999.9,72.0,45.0,0.00,999.9,
19500616,63.5,56.8,1010.5,9999.9,4.3,2.5,4.1,999.9,75.0,54.0,0.20,999.9,
19500617,61.2,52.3,1010.6,9999.9,6.5,3.0,6.0,999.9,68.0,54.0,0.02,999.9,
19500618,58.6,51.2,1010.0,9999.9,5.5,8.8,14.0,999.9,61.0,55.0,0.26,999.9,
19500619,57.2,50.5,1012.2,9999.9,6.2,8.9,9.9,999.9,61.0,52.0,0.00,999.9,
19500620,59.5,49.8,1015.5,9999.9,4.3,6.5,12.0,999.9,64.0,50.0,0.04,999.9,
19500621,57.2,47.2,1014.8,9999.9,6.2,2.0,8.0,999.9,68.0,43.0,0.00,999.9,
19500622,67.2,46.6,1010.1,9999.9,5.5,6.0,12.0,999.9,77.0,52.0,0.00,999.9,
19500623,62.2,54.5,1010.6,9999.9,7.0,7.3,12.0,999.9,66.0,55.0,0.02,999.9,
19500624,59.0,52.6,1010.7,9999.9,6.7,1.6,4.1,999.9,72.0,52.0,0.31,999.9,
19500625,55.5,54.2,9999.9,9999.9,3.4,2.0,4.1,999.9,59.0,55.0,0.24,999.9,
19500626,54.8,53.6,1007.9,9999.9,2.2,7.2,12.0,999.9,59.0,52.0,1.10,999.9,
19500627,57.8,54.0,1006.9,9999.9,5.6,4.4,6.0,999.9,64.0,54.0,0.02,999.9,
19500628,58.7,54.2,1005.8,9999.9,5.6,3.3,12.0,999.9,70.0,54.0,0.02,999.9,
19500629,60.2,55.6,1002.0,9999.9,5.2,13.4,19.0,999.9,64.0,57.0,0.24,999.9,
19500630,65.3,58.3,1006.5,9999.9,7.2,6.7,12.0,999.9,77.0,57.0,0.00,999.9,
19501012,46.8,42.8,1006.9,9999.9,4.3,4.5,8.0,999.9,50.0,43.0,0.04,999.9,
19501015,42.0,40.5,1026.1,9999.9,1.3,3.5,8.0,999.9,48.0,37.0,99.99,999.9,
19501019,45.0,9999.9,9999.9,9999.9,4.7,13.3,41.0,999.9,50.0,39.0,0.04,999.9,
19501023,42.5,29.5,1021.4,9999.9,6.2,14.0,19.0,999.9,45.0,39.0,0.02,999.9,
19501024,35.5,30.0,1024.8,9999.9,5.3,0.0,999.9,999.9,43.0,30.0,0.02,999.9,
19501025,34.2,27.3,1027.7,9999.9,3.4,3.0,9.9,999.9,37.0,32.0,0.00,999.9,
19501102,32.3,24.8,1026.0,9999.9,3.7,6.7,8.0,999.9,34.0,30.0,0.00,999.9,
19501104,32.8,22.2,1022.7,9999.9,5.0,7.0,12.0,999.9,41.0,28.0,0.00,999.9,
19501105,33.2,24.2,1018.5,9999.9,3.0,6.4,12.0,999.9,41.0,27.0,0.24,999.9,
19501106,32.0,31.0,1008.8,9999.9,2.8,8.5,16.9,999.9,34.0,30.0,0.05,999.9,
19501107,30.3,26.2,1001.1,9999.9,3.5,11.7,15.9,999.9,32.0,30.0,0.10,999.9,
19501108,32.0,30.8,993.1,9999.9,1.6,5.6,14.0,999.9,34.0,30.0,0.28,999.9,
19501109,32.7,32.3,1002.5,9999.9,2.7,5.1,22.9,999.9,36.0,32.0,0.24,999.9,
19501110,36.0,35.0,1011.4,9999.9,3.7,2.4,4.1,999.9,41.0,32.0,0.12,999.9,
19501111,37.3,36.2,1003.9,9999.9,1.6,11.3,19.0,999.9,39.0,36.0,99.99,999.9,
19501112,38.3,9999.9,9999.9,9999.9,3.4,10.2,16.9,999.9,45.0,32.0,0.00,999.9,
19501113,42.3,40.2,994.2,9999.9,2.1,12.0,15.9,999.9,46.0,39.0,0.26,999.9,
19501114,42.3,39.0,989.3,9999.9,5.6,13.8,22.9,999.9,46.0,36.0,0.28,999.9,
19501115,37.4,36.0,1000.0,9999.9,2.2,6.8,15.9,999.9,43.0,36.0,99.99,999.9,
19501117,36.5,32.5,1003.0,9999.9,6.2,8.0,9.9,999.9,41.0,34.0,0.02,999.9,
19501118,30.9,30.0,1014.2,9999.9,0.9,3.4,6.0,999.9,34.0,28.0,99.99,999.9,
19501119,33.0,31.5,1019.4,9999.9,1.9,5.5,9.9,999.9,36.0,28.0,0.02,999.9,
19501121,28.5,22.2,1029.2,9999.9,4.0,19.9,30.9,999.9,32.0,27.0,0.00,999.9,
19501122,32.3,30.4,1020.5,9999.9,1.2,24.1,30.9,999.9,36.0,28.0,0.12,999.9,
19501123,33.6,29.4,1018.5,9999.9,2.5,27.5,33.0,999.9,36.0,32.0,0.02,999.9,
19501124,34.5,32.0,1012.9,9999.9,1.9,16.0,22.9,999.9,36.0,32.0,0.06,999.9,
19501125,38.5,36.0,1012.2,9999.9,0.9,11.1,15.9,999.9,41.0,36.0,0.02,999.9,
19501126,35.0,34.4,1011.6,9999.9,0.6,3.6,9.9,999.9,37.0,34.0,0.05,999.9,
19501127,37.0,33.5,1012.3,9999.9,5.5,5.2,6.0,999.9,48.0,32.0,0.00,999.9,
19501128,40.0,9999.9,1012.2,9999.9,999.9,6.0,6.0,999.9,43.0,39.0,0.00,999.9,
19501129,42.4,38.6,992.3,9999.9,4.7,13.9,15.9,999.9,48.0,36.0,0.22,999.9,
19501130,37.0,34.7,996.1,9999.9,5.5,8.3,14.0,999.9,45.0,32.0,0.43,999.9,
19501202,40.3,36.3,991.3,9999.9,4.7,12.8,22.9,999.9,43.0,37.0,0.08,999.9,
19501204,35.2,31.5,1001.1,9999.9,5.3,9.8,22.9,999.9,39.0,34.0,0.04,999.9,
19501205,33.6,30.4,1003.8,9999.9,5.5,9.9,12.0,999.9,36.0,32.0,0.02,999.9,
19501206,30.8,27.8,1002.9,9999.9,4.7,12.3,15.9,999.9,32.0,28.0,0.02,999.9,
